index,poem
176,"phir mujhe dīda-e-tar yaad aayā 
dil jigar tishna-e-faryād aayā 
dam liyā thā na qayāmat ne hanūz 
phir tirā vaqt-e-safar yaad aayā 
sādgī-hā-e-tamannā ya.anī 
phir vo nairañg-e-nazar yaad aayā 
uzr-e-vāmāndagī ai hasrat-e-dil 
naala kartā thā jigar yaad aayā 
zindagī yuuñ bhī guzar hī jaatī 
kyuuñ tirā rāhguzar yaad aayā 
kyā hī rizvāñ se laḌā.ī hogī 
ghar tirā ḳhuld meñ gar yaad aayā 
aah vo jur.at-e-fariyād kahāñ 
dil se tañg aa ke jigar yaad aayā 
phir tire kūche ko jaatā hai ḳhayāl 
dil-e-gum-gashta magar yaad aayā 
koī vīrānī sī vīrānī hai 
dasht ko dekh ke ghar yaad aayā 
maiñ ne majnūñ pe laḌakpan meñ 'asad' 
sañg uThāyā thā ki sar yaad aayā 
vasl meñ hijr kā Dar yaad aayā 
ain jannat meñ saqar yaad aayā"
177,"pīnas meñ guzarte haiñ jo kūche se vo mere 
kandhā bhī kahāroñ ko badalne nahīñ dete"
178,"qafas meñ huuñ gar achchhā bhī na jāneñ mere shevan ko 
mirā honā burā kyā hai navā-sanjān-e-gulshan ko 
nahīñ gar hamdamī āsāñ na ho ye rashk kyā kam hai 
na dī hotī ḳhudāyā ārzū-e-dost dushman ko 
na niklā aañkh se terī ik aañsū us jarāhat par 
kiyā siine meñ jis ne ḳhūñ-chakāñ mizhgān-e-sozan ko 
ḳhudā sharmā.e hāthoñ ko ki rakhte haiñ kashākash meñ 
kabhī mere garebāñ ko kabhī jānāñ ke dāman ko 
abhī ham qatl-gah kā dekhnā āsāñ samajhte haiñ 
nahīñ dekhā shanāvar jū-e-ḳhūñ meñ tere tausan ko 
huā charchā jo mere paañv kī zanjīr banñe kā 
kiyā betāb kaañ meñ jumbish-e-jauhar ne aahan ko 
ḳhushī kyā khet par mere agar sau baar abr aave 
samajhtā huuñ ki DhūñDe hai abhī se barq ḳhirman ko 
vafā-dārī ba-shart-e-ustuvārī asl īmāñ hai 
mare but-ḳhāne meñ to ka.abe meñ gaaḌo barahman ko 
shahādat thī mirī qismat meñ jo dī thī ye ḳhū mujh ko 
jahāñ talvār ko dekhā jhukā detā thā gardan ko 
na luTtā din ko to kab raat ko yuuñ be-ḳhabar sotā 
rahā khaTkā na chorī kā duā detā huuñ rahzan ko 
suḳhan kyā kah nahīñ sakte ki juuyā huuñ javāhir ke 
jigar kyā ham nahīñ rakhte ki khodeñ jā ke ma.adan ko 
mire shāh-e-sulaimāñ-jāh se nisbat nahīñ 'ġhālib' 
farīdūn o jam o ke ḳhusrav o dārāb o bahman ko"
179,"qatra-e-mai bas-ki hairat se nafas-parvar huā 
ḳhatt-e-jām-e-mai sarāsar rishta-e-gauhar huā 
e'tibār-e-ishq kī ḳhāna-ḳharābī dekhnā 
ġhair ne kī aah lekin vo ḳhafā mujh par huā 
garmī-e-daulat hui ātish-zan-e-nām-e-niko 
ḳhāna-e-ḳhātim meñ yāqūt-e-nagīñ aḳhtar huā 
nashsha meñ gum-karda-rāh aayā vo mast-e-fitna-ḳhū 
aaj rañg-rafta daur-e-gardish-e-sāġhar huā 
dard se dar-parda dī mizhgāñ-siyāhāñ ne shikast 
reza reza ustuḳhāñ kā post meñ nashtar huā 
zohd gardīdan hai gard-e-ḳhāna-hā-e-mun.imāñ 
dāna-e-tasbīh se maiñ mohra-dar-shashdar huā 
ai ba-zabt-e-hāl-e-nā-afsurdagāñ josh-e-junūñ 
nashsha-e-mai hai agar yak-parda nāzuk-tar huā 
is chaman meñ resha-dārī jis ne sar kheñchā 'asad' 
tar zabān-e-lutf-e-ām-e-sāqī-e-kausar huā"
180,"qayāmat hai ki sun lailā kā dasht-e-qais meñ aanā 
ta.ajjub se vo bolā yuuñ bhī hotā hai zamāne meñ 
dil-e-nāzuk pe us ke rahm aatā hai mujhe 'ġhālib' 
na kar sargarm us kāfir ko ulfat āzmāne meñ"
181,"raftār-e-umr qat-e-rah-e-iztirāb hai 
is saal ke hisāb ko barq āftāb hai 
mīnā-e-mai hai sarv nashāt-e-bahār se 
bāl-e-tadrrav jalva-e-mauj-e-sharāb hai 
zaḳhmī huā hai pāshna pā-e-sabāt kā 
ne bhāgne kī guuñ na iqāmat kī taab hai 
jādād-e-bāda-noshī-e-rindāñ hai shash-jihat 
ġhāfil gumāñ kare hai ki getī ḳharāb hai 
nazzāra kyā harīf ho us barq-e-husn kā 
josh-e-bahār jalve ko jis ke naqāb hai 
maiñ nā-murād dil kī tasallī ko kyā karūñ 
maanā ki tere ruḳh se nigah kāmyāb hai 
guzrā 'asad' masarrat-e-paiġhām-e-yār se 
qāsid pe mujh ko rashk-e-savāl-o-javāb hai 
zāhir hai tarz-e-qaid se sayyād kī ġharaz 
jo daana daam meñ hai so ashk-e-kabāb hai 
be-chashm-e-dil na kar havas-e-sair-e-lāla-zār 
ya.anī ye har varaq varaq-e-intiḳhāb hai"
182,"rahā gar koī tā-qayāmat salāmat 
phir ik roz marnā hai hazrat-salāmat 
jigar ko mire ishq-e-ḳhūñ-nāba-mashrab 
likhe hai ḳhudāvand-e-nemat salāmat 
alarraġhm-e-dushamn shahīd-e-vafā huuñ 
mubārak mubārak salāmat salāmat 
nahīñ gar sar-o-barg-e-idrāk-e-ma.anī 
tamāshā-e-nairañg-e-sūrat salāmat 
do-ālam kī hastī pe ḳhatt-e-fanā khīñch 
dil-o-dast-e-arbāb-e-himmat salāmat 
nahīñ gar ba-kām-e-dil-e-ḳhasta gardūñ 
jigar-ḳhāī-e-josh-e-hasrat salāmat 
na auroñ kī suntā na kahtā huuñ apnī 
sar-e-ḳhasta dushvār-e-vahshat salāmat 
vafūr-e-balā hai hujūm-e-vafā hai 
salāmat malāmat malāmat salāmat 
na fikr-e-salāmat na bīm-e-malāmat 
ze-ḳhud-raftagī-hā-e-hairat salāmat 
rahe 'ġhālib'-e-ḳhasta maġhlūb-e-gardūñ 
ye kyā be-niyāzī hai hazrat-salāmat"
183,"rahiye ab aisī jagah chal kar jahāñ koī na ho 
ham-suḳhan koī na ho aur ham-zabāñ koī na ho 
be-dar-o-dīvār sā ik ghar banāyā chāhiye 
koī ham-sāya na ho aur pāsbāñ koī na ho 
paḌiye gar bīmār to koī na ho tīmārdār 
aur agar mar jā.iye to nauha-ḳhvāñ koī na ho"
184,"rahm kar zālim ki kyā būd-e-charāġh-e-kushta hai 
nabz-e-bīmār-e-vafā dūd-e-charāġh-e-kushta hai 
dil-lagī kī aarzū bechain rakhtī hai hameñ 
varna yaañ be-raunaqī sūd-e-charāġh-e-kushta hai 
nashsha-e-mai be-chaman dūd-e-charāġh-e-kushta hai 
jaam dāġh-e-shola-andūd-e-charāġh-e-kushta hai 
dāġh-e-rabt-e-ham haiñ ahl-e-bāġh gar gul ho shahīd 
laala chashm-e-hasrat-ālūd-e-charāġh-e-kushta hai 
shor hai kis bazm kī arz-e-jarāhat-ḳhāna kā 
sub.h yak-bazm-e-namak sūd-e-charāġh-e-kushta hai"
185,"rashk kahtā hai ki us kā ġhair se iḳhlās haif 
aql kahtī hai ki vo be-mehr kis kā āshnā 
zarra zarra sāġhar-e-mai-ḳhāna-e-nai-rañg hai 
gardish-e-majnūñ ba-chashmak-hā-e-lailā āshnā 
shauq hai sāmāñ-tarāz-e-nāzish-e-arbāb-e-ajz 
zarra sahrā-dast-gāh o qatra dariyā-āshnā 
maiñ aur ek aafat kā TukḌā vo dil-e-vahshī ki hai 
āfiyat kā dushman aur āvārgī kā āshnā 
shikva-sañj-e-rashk-e-ham-dīgar na rahnā chāhiye 
merā zaanū monis aur ā.īna terā āshnā 
kohkan naqqāsh-e-yak-timsāl-e-shīrīñ thā 'asad' 
sañg se sar maar kar hove na paidā āshnā 
ḳhud-parastī se rahe bāham-digar nā-āshnā 
bekasī merī sharīk ā.īna terā āshnā 
ātish-e-mū-e-dimāġh-e-shauq hai terā tapāk 
varna ham kis ke haiñ ai dāġh-e-tamannā āshnā 
jauhar-e-ā.īna juz ramz-e-sar-e-mizhgāñ nahīñ 
āshnā kī ham-digar samjhe hai iimā āshnā 
rabt-e-yak-shīrāza-e-vahshat haiñ ajzā-e-bahār 
sabza begāna sabā āvāra gul nā-āshnā 
be-dimāġhī shikva-sañj-e-rashk-e-ham-dīgar nahīñ 
yaar terā jām-e-mai ḳhamyāza merā āshnā"
186,"roñdī huī hai kaukaba-e-shahryār kī 
itrā.e kyuuñ na ḳhaak sar-e-rahguzār kī 
jab us ke dekhne ke liye aa.eñ bādshāh 
logoñ meñ kyuuñ numūd na ho lāla-zār kī 
bhūke nahīñ haiñ sair-e-gulistāñ ke ham vale 
kyūñkar na khā.iye ki havā hai bahār kī"
187,"rone se aur ishq meñ bebāk ho ga.e 
dho.e ga.e ham itne ki bas paak ho ga.e 
sarf-e-bahā-e-mai hue ālāt-e-mai-kashī 
the ye hī do hisāb so yuuñ paak ho ga.e 
rusvā-e-dahr go hue āvārgī se tum 
baare tabī.atoñ ke to chālāk ho ga.e 
kahtā hai kaun nāla-e-bulbul ko be-asar 
parde meñ gul ke laakh jigar chaak ho ga.e 
pūchhe hai kyā vajūd o adam ahl-e-shauq kā 
aap apnī aag ke ḳhas-o-ḳhāshāk ho ga.e 
karne ga.e the us se taġhāful kā ham gila 
kī ek hī nigāh ki bas ḳhaak ho ga.e 
is rañg se uThā.ī kal us ne 'asad' kī na.ash 
dushman bhī jis ko dekh ke ġhamnāk ho ga.e"
188,"ruḳh-e-nigār se hai soz-e-jāvidānī-e-sham.a 
huī hai ātish-e-gul āb-e-zindagānī-e-sham.a 
zabān-e-ahl-e-zabāñ meñ hai marg-e-ḳhāmoshī 
ye baat bazm meñ raushan huī zabānī-e-sham.a 
kare hai sarf ba-īmā-e-sho.ala qissa tamām 
ba-tarz-e-ahl-e-fanā hai fasāna-ḳhvānī-e-sham.a 
ġham us ko hasrat-e-parvāna kā hai ai sho.ale 
tire larazne se zāhir hai nā-tavānī-e-sham.a 
tire ḳhayāl se ruuh ehtizāz kartī hai 
ba-jalva-rezi-e-bād-o-ba-par-fishānī-e-sham.a 
nashāt-e-dāġh-e-ġham-e-ishq kī bahār na pūchh 
shaguftagī hai shahīd-e-gul-e-ḳhizānī-e-sham.a 
jale hai dekh ke bālīn-e-yār par mujh ko 
na kyuuñ ho dil pe mire dāġh-e-bad-gumānī-e-sham.a"
189,"sādgī par us kī mar jaane kī hasrat dil meñ hai 
bas nahīñ chaltā ki phir ḳhanjar kaf-e-qātil meñ hai 
dekhnā taqrīr kī lazzat ki jo us ne kahā 
maiñ ne ye jaanā ki goyā ye bhī mere dil meñ hai 
garche hai kis kis burā.ī se vale bā.īñ-hama 
zikr merā mujh se behtar hai ki us mahfil meñ hai 
bas hujūm-e-nā-umīdī ḳhaak meñ mil jā.egī 
ye jo ik lazzat hamārī sa.ī-e-be-hāsil meñ hai 
rañj-e-rah kyuuñ khīñchiye vāmāndagī ko ishq hai 
uTh nahīñ saktā hamārā jo qadam manzil meñ hai 
jalva zār-e-ātish-e-dozaḳh hamārā dil sahī 
fitna-e-shor-e-qayāmat kis ke āb-o-gil meñ hai 
hai dil-e-shorīda-e-'ġhālib' tilism-e-pech-o-tāb 
rahm kar apnī tamannā par ki kis mushkil meñ hai"
190,"sab kahāñ kuchh lāla-o-gul meñ numāyāñ ho ga.iiñ 
ḳhaak meñ kyā sūrateñ hoñgī ki pinhāñ ho ga.iiñ 
yaad thiiñ ham ko bhī rañgā-rañg bazm-ārā.īyāñ 
lekin ab naqsh-o-nigār-e-tāq-e-nisyāñ ho ga.iiñ 
thiiñ banāt-un-nāsh-e-gardūñ din ko parde meñ nihāñ 
shab ko un ke jī meñ kyā aa.ī ki uryāñ ho ga.iiñ 
qaid meñ yāqūb ne lī go na yūsuf kī ḳhabar 
lekin āñkheñ rauzan-e-dīvār-e-zindāñ ho ga.iiñ 
sab raqīboñ se hoñ nā-ḳhush par zanān-e-misr se 
hai zuleḳhā ḳhush ki mahv-e-māh-e-kan.āñ ho ga.iiñ 
jū-e-ḳhūñ āñkhoñ se bahne do ki hai shām-e-firāq 
maiñ ye samjhūñgā ki sham.eñ do farozāñ ho ga.iiñ 
in parī-zādoñ se leñge ḳhuld meñ ham intiqām 
qudrat-e-haq se yahī hūreñ agar vaañ ho ga.iiñ 
niiñd us kī hai dimāġh us kā hai rāteñ us kī haiñ 
terī zulfeñ jis ke baazū par pareshāñ ho ga.iiñ 
maiñ chaman meñ kyā gayā goyā dabistāñ khul gayā 
bulbuleñ sun kar mire naale ġhazal-ḳhvāñ ho ga.iiñ 
vo nigāheñ kyuuñ huī jaatī haiñ yā-rab dil ke paar 
jo mirī kotāhī-e-qismat se mizhgāñ ho ga.iiñ 
bas-ki rokā maiñ ne aur siine meñ ubhrīñ pai-ba-pai 
merī aaheñ baḳhiya-e-chāk-e-garebāñ ho ga.iiñ 
vaañ gayā bhī maiñ to un kī gāliyoñ kā kyā javāb 
yaad thiiñ jitnī duā.eñ sarf-e-darbāñ ho ga.iiñ 
jāñ-fizā hai baada jis ke haath meñ jaam aa gayā 
sab lakīreñ haath kī goyā rag-e-jāñ ho ga.iiñ 
ham muvahhid haiñ hamārā kesh hai tark-e-rūsūm 
millateñ jab miT ga.iiñ ajzā-e-īmāñ ho ga.iiñ 
rañj se ḳhūgar huā insāñ to miT jaatā hai rañj 
mushkileñ mujh par paḌīñ itnī ki āsāñ ho ga.iiñ 
yuuñ hī gar rotā rahā 'ġhālib' to ai ahl-e-jahāñ 
dekhnā in bastiyoñ ko tum ki vīrāñ ho ga.iiñ"
191,"sad jalva rū-ba-rū hai jo mizhgāñ uThā.iye 
tāqat kahāñ ki diid kā ehsāñ uThā.iye 
hai sañg par barāt-e-ma.āsh-e-junūn-e-ishq 
ya.anī hunūz minnat-e-tiflāñ uThā.iye 
dīvār bār-e-minnat-e-mazdūr se hai ḳham 
ai ḳhānumāñ-ḳharāb na ehsāñ uThā.iye 
yā mere zaḳhm-e-rashk ko rusvā na kījiye 
yā parda-e-tabassum-e-pinhāñ uThā.iye 
hastī fareb-nāma-e-mauj-e-sarāb hai 
yak umr nāz-e-shoḳhi-e-unvāñ uThā.iye"
192,"safā-e-hairat-e-ā.īna hai sāmān-e-zang āḳhir 
taġhayyur āb-e-bar-jā-māñda kā paatā hai rañg āḳhir 
na kī sāmān-e-aish-o-jāh ne tadbīr vahshat kī 
huā jām-e-zumurrad bhī mujhe dāġh-e-palañg āḳhir 
ḳhat-e-nau-ḳhez nīl-e-chashm zaḳhm-e-sāfī-e-āriz 
liyā ā.īna ne hirz-e-par-e-tūtī ba-chang āḳhir 
hilāl-āsā tahī rah gar kushādan-hā-e-dil chāhe 
huā mah kasrat-e-sarmāya-andozī se tañg āḳhir 
taḌap kar mar gayā vo said-e-bāl-afshāñ ki muztar thā 
huā nāsū-e-chashm-e-ta.aziyat chashm-e-ḳhadañg āḳhir 
likhī yāroñ kī bad-mastī ne maiḳhāne kī pāmālī 
hui qatra-fishānī-hā-e-mai-bārān-e-sañg āḳhir 
'asad' parde meñ bhī āhañg-e-shauq-e-yār qaa.em hai 
nahīñ hai naġhme se ḳhālī ḳhamīdan-hā-e-chañg āḳhir"
193,"sar-gashtagī meñ ālam-e-hastī se yaas hai 
taskīñ ko de naved ki marne kī aas hai 
letā nahīñ mire dil-e-āvāra kī ḳhabar 
ab tak vo jāntā hai ki mere hī paas hai 
kījiye bayāñ surūr-e-tap-e-ġham kahāñ talak 
har mū mire badan pe zabān-e-sipās hai 
hai vo ġhurūr-e-husn se begāna-e-vafā 
har-chand us ke paas dil-e-haq-shanās hai 
pī jis qadar mile shab-e-mahtāb meñ sharāb 
is balġhamī-mizāj ko garmī hī raas hai 
har ik makān ko hai makīñ se sharaf 'asad' 
majnūñ jo mar gayā hai to jañgal udaas hai 
kyā ġham hai us ko jis kā 'alī' sā imaam ho 
itnā bhī ai falak-zada kyuuñ bad-havās hai"
194,"sarāpā rehn-e-ishq-o-nā-guzīr-e-ulfat-e-hastī 
ibādat barq kī kartā huuñ aur afsos hāsil kā 
ba-qadr-e-zarf hai saaqī ḳhumār-e-tishna-kāmī bhī 
jo tū dariyā-e-mai hai to maiñ ḳhamyāza huuñ sāhil kā 
zi-bas ḳhūñ-gashta-e-rashk-e-vafā thā vahm bismil kā 
churāyā zaḳhm-hā-e-dil ne paanī teġh-e-qātil kā 
nigāh-e-chashm-e-hāsid vaam le ai zauq-e-ḳhud-bīnī 
tamāshā.ī huuñ vahdat-ḳhāna-e-ā.īna-e-dil kā 
sharar-fursat nigah sāmān-e-yak-ālam charāġhāñ hai 
ba-qadr-e-rañg yaañ gardish meñ hai paimāna mahfil kā 
sarāsar tāḳhtan ko shash-jihat yak-arsa jaulāñ thā 
huā vāmāñdgī se rah-ravāñ kī farq manzil kā 
mujhe rāh-e-suḳhan meñ ḳhauf-e-gum-rāhī nahīñ ġhālib 
asā-e-ḳhizr-e-sahrā-e-suḳhan hai ḳhāma be-dil kā"
195,"satā.ish-gar hai zāhid is qadar jis bāġh-e-rizvāñ kā 
vo ik guldasta hai ham be-ḳhudoñ ke tāq-e-nisyāñ kā 
bayāñ kyā kījiye be-dād-e-kāvish-hā-e-mizhgāñ kā 
ki har yak qatra-e-ḳhūñ daana hai tasbīh-e-marjāñ kā 
na aa.ī satvat-e-qātil bhī maane mere nāloñ ko 
liyā dāñtoñ meñ jo tinkā huā resha niyastāñ kā 
dikhā.ūñgā tamāshā dī agar fursat zamāne ne 
mirā har dāġh-e-dil ik tuḳhm hai sarv-e-charāġhāñ kā 
kiyā ā.īna-ḳhāne kā vo naqsha tere jalve ne 
kare jo partav-e-ḳhurshīd aalam shabnamistāñ kā 
mirī ta.amīr meñ muzmar hai ik sūrat ḳharābī kī 
hayūlā barq-e-ḳhirman kā hai ḳhūn-e-garm dahqāñ kā 
ugā hai ghar meñ har sū sabza vīrānī tamāshā kar 
madār ab khodne par ghaas ke hai mere darbāñ kā 
ḳhamoshī meñ nihāñ ḳhūñ-gashta lākhoñ ārzūeñ haiñ 
charāġh-e-murdā huuñ maiñ be-zabāñ gor-e-ġharībāñ kā 
hanūz ik partav-e-naqsh-e-ḳhayāl-e-yār baaqī hai 
dil-e-afsurda goyā hujra hai yūsuf ke zindāñ kā 
baġhal meñ ġhair kī aaj aap sote haiñ kahīñ varna 
sabab kyā ḳhvāb meñ aa kar tabassum-hā-e-pinhāñ kā 
nahīñ ma.alūm kis kis kā lahū paanī huā hogā 
qayāmat hai sarishk-ālūda honā terī mizhgāñ kā 
nazar meñ hai hamārī jāda-e-rāh-e-fanā 'ġhālib' 
ki ye shīrāza hai aalam ke ajzā-e-pareshāñ kā"
196,"shab ḳhumār-e-shauq-e-sāqī rustaḳhez-andāza thā 
tā-muhīt-e-bāda sūrat ḳhāna-e-ḳhamyāza thā 
yak qadam vahshat se dars-e-daftar-e-imkāñ khulā 
jaada ajzā-e-do-ālam dasht kā shīrāza thā 
māna-e-vahshat-ḳhirāmī-hā-e-lailā kaun hai 
ḳhāna-e-majnūn-e-sahrā-gard be-darvāza thā 
pūchh mat rusvā.i-e-andāz-e-istiġhnā-e-husn 
dast marhūn-e-hinā ruḳhsār rahn-e-ġhāza thā 
nāla-e-dil ne diye aurāq-e-laḳht-e-dil ba-bād 
yād-gār-e-nāla ik dīvān-e-be-shīrāza thā 
huuñ charāġhān-e-havas juuñ kāġhaz-e-ātish-zada 
daaġh garm-e-koshish-e-ījād-e-dāġh-e-tāza thā 
be-navā.ī tar sadā-e-naġhma-e-shohrat 'asad' 
boriyā yak nīstāñ-ālam buland āvāza thā"
197,"shab ki barq-e-soz-e-dil se zahra-e-abr aab thā 
sho.ala-e-javvāla har yak halqa-e-girdāb thā 
vaañ karam ko uzr-e-bārish thā ināñ-gīr-e-ḳhirām 
girye se yaañ pumba-e-bālish kaf-e-sailāb thā 
vaañ ḳhud-ārā.ī ko thā motī pirone kā ḳhayāl 
yaañ hujūm-e-ashk meñ tār-e-nigah nāyāb thā 
jalva-e-gul ne kiyā thā vaañ charāġhāñ aabjū 
yaañ ravāñ mizhgān-e-chashm-e-tar se ḳhūn-e-nāb thā 
yaañ sar-e-pur-shor be-ḳhvābī se thā dīvār-jū 
vaañ vo farq-e-nāz mahv-e-bālish-e-kim-ḳhvāb thā 
yaañ nafas kartā thā raushan sham-e-bazm-e-be-ḳhudī 
jalva-e-gul vaañ bisāt-e-sohbat-e-ahbāb thā 
farsh se tā arsh vaañ tūfāñ thā mauj-e-rañg kā 
yaañ zamīñ se āsmāñ tak soḳhtan kā baab thā 
nā-gahāñ is rañg se ḳhūnāba Tapkāne lagā 
dil ki zauq-e-kāvish-e-nāḳhun se lazzat-yāb thā"
198,"shab ki vo majlis-faroz-e-ḳhalvat-e-nāmūs thā 
rishta-e-har-sham.a ḳhār-e-kisvat-e-fānūs thā 
mash.had-e-āshiq se kosoñ tak jo ugtī hai hinā 
kis qadar yā-rab halāk-e-hasrat-e-pā-bos thā 
hāsil-e-ulfat na dekhā juz-shikast-e-ārzū 
dil-ba-dil paivasta goyā yak lab-e-afsos thā 
kyā kahūñ bīmārī-e-ġham kī farāġhat kā bayāñ 
jo ki khāyā ḳhūn-e-dil be-minnat-e-kaimūs thā"
199,"shabnam ba-gul-e-lāla na ḳhālī z-adā hai 
dāġh-e-dil-e-bedard nazar-gāh-e-hayā hai 
dil ḳhūñ-shuda-e-kashmakash-e-hasrat-e-dīdār 
ā.īna ba-dast-e-but-e-bad-mast hinā hai 
shole se na hotī havas-e-shola ne jo kī 
jī kis qadar afsurdagi-e-dil pe jalā hai 
timsāl meñ terī hai vo shoḳhī ki ba-sad-zauq 
ā.īna ba-andāz-e-gul āġhosh-kushā hai 
qumrī kaf-e-ḳhākistar o bulbul qafas-e-rañg 
ai naala nishān-e-jigar-e-soḳhta kyā hai 
ḳhū ne tirī afsurda kiyā vahshat-e-dil ko 
māshūqī o be-hauslagī tarfa balā hai 
majbūrī o dāvā-e-giraftāri-e-ulfat 
dast-e-tah-e-sañg-āmda paimān-e-vafā hai 
mālūm huā hāl-e-shahīdān-e-guzashta 
teġh-e-sitam ā.īna-e-tasvīr-numā hai 
ai partav-e-ḳhurshīd-e-jahāñ-tāb idhar bhī 
saa.e kī tarah ham pe ajab vaqt paḌā hai 
nā-karda gunāhoñ kī bhī hasrat kī mile daad 
yā rab agar in karda gunāhoñ kī sazā hai 
begānagī-e-ḳhalq se be-dil na ho 'ġhālib' 
koī nahīñ terā to mirī jaan ḳhudā hai"
200,"shauq har rañg raqīb-e-sar-o-sāmāñ niklā 
qais tasvīr ke parde meñ bhī uryāñ niklā 
zaḳhm ne daad na dī tañgi-e-dil kī yā rab 
tiir bhī sīna-e-bismil se par-afshāñ niklā 
bū-e-gul nāla-e-dil dūd-e-charāġh-e-mahfil 
jo tirī bazm se niklā so pareshāñ niklā 
dil-e-hasrat-zada thā mā.ida-e-lazzat-e-dard 
kaam yāroñ kā ba-qadr-e-lab-o-dandāñ niklā 
thī nau-āmūz-e-fanā himmat-e-dushvār-pasand 
saḳht mushkil hai ki ye kaam bhī āsāñ niklā 
dil meñ phir girye ne ik shor uThāyā 'ġhālib' 
aah jo qatra na niklā thā so tūfāñ niklā 
kār-ḳhāne se junūñ ke bhī maiñ uryāñ niklā 
merī qismat kā na ek-ādh garebāñ niklā 
sāġhar-e-jalva-e-sarshār hai har zarra-e-ḳhāk 
shauq-e-dīdār balā ā.ina-sāmāñ niklā 
kuchh khaTaktā thā mire siine meñ lekin āḳhir 
jis ko dil kahte the so tiir kā paikāñ niklā 
kis qadar ḳhaak huā hai dil-e-majnūñ yā rab 
naqsh-e-har-zarra suvaidā-e-bayābāñ niklā 
shor-e-rusvā.i-e-dil dekh ki yak-nāla-e-shauq 
laakh parde meñ chhupā par vahī uryāñ niklā 
shoḳhī-e-rañg-e-hinā ḳhūn-e-vafā se kab tak 
āḳhir ai ahd-shikan tū bhī pashemāñ niklā 
jauhar-ījād-e-ḳhat-e-sabz hai ḳhud-bīnī-e-husn 
jo na dekhā thā so ā.īne meñ pinhāñ niklā 
maiñ bhī māzūr-e-junūñ huuñ 'asad' ai ḳhāna-ḳharāb 
peshvā lene mujhe ghar se bayābāñ niklā"
201,"shikve ke naam se be-mehr ḳhafā hotā hai 
ye bhī mat kah ki jo kahiye to gila hotā hai 
pur huuñ maiñ shikve se yuuñ raag se jaise baajā 
ik zarā chheḌiye phir dekhiye kyā hotā hai 
go samajhtā nahīñ par husn-e-talāfī dekho 
shikva-e-jaur se sargarm-e-jafā hotā hai 
ishq kī raah meñ hai charḳh-e-makaukab kī vo chaal 
sust-rau jaise koī ābla-pā hotā hai 
kyuuñ na Thahreñ hadaf-e-nāvak-e-bedād ki ham 
aap uThā laate haiñ gar tiir ḳhatā hotā hai 
ḳhuub thā pahle se hote jo ham apne bad-ḳhvāh 
ki bhalā chāhte haiñ aur burā hotā hai 
naala jaatā thā pare arsh se merā aur ab 
lab tak aatā hai jo aisā hī rasā hotā hai 
ḳhāma merā ki vo hai bār-bud-e-bazm-e-suḳhan 
shaah kī mad.h meñ yuuñ naġhma-sarā hotā hai 
ai shahanshāh-e-kavākib sipah-o-mehr-e-alam 
tere ikrām kā haq kis se adā hotā hai 
saat aqlīm kā hāsil jo farāham kiije 
to vo lashkar kā tire nāl-e-bahā hotā hai 
har mahīne meñ jo ye badr se hotā hai hilāl 
āstāñ par tire mah nāsiya sā hotā hai 
maiñ jo gustāḳh huuñ ā.īn-e-ġhazal-ḳhvānī meñ 
ye bhī terā hī karam zauq-fazā hotā hai 
rakhiyo 'ġhālib' mujhe is talḳh-navā.ī meñ muaaf 
aaj kuchh dard mire dil meñ sivā hotā hai"
202,"shumār-e-sub.ha marġhūb-e-but-e-mushkil-pasand aayā 
tamāshā-e-ba-yak-kaf burdan-e-sad-dil-pasand aayā 
ba-faiz-e-be-dilī naumīdi-e-jāved āsāñ hai 
kushāyish ko hamārā uqda-e-mushkil-pasand aayā 
havā-e-sair-e-gul ā.īna-e-be-mehri-e-qātil 
ki andāz-e-ba-ḳhūñ-ġhaltīdan-e-bismil-pasand aayā 
ravānī-hā-e-mauj-e-ḳhūn-e-bismil se Tapaktā hai 
ki lutf-e-be-tahāshā-raftan-e-qātil-pasand aayā 
'asad' har jā suḳhan ne tarh-e-bāġh-e-tāza Daalī hai 
mujhe rañg-e-bahār-ījādi-e-be-dil-pasand aayā"
203,"sīmāb-pusht garmi-e-ā.īna de hai ham 
hairāñ kiye hue haiñ dil-e-be-qarār ke 
āġhosh-e-gul kushūda barā-e-vidā hai 
ai andalīb chal ki chale din bahār ke 
yuuñ bād-e-zabt-e-ashk phirūñ gird yaar ke 
paanī piye kisū pe koī jaise vaar ke 
bād-az-vidā-e-yār ba-ḳhūñ dar tapīda haiñ 
naqsh-e-qadam haiñ ham kaf-e-pā-e-nigār ke 
ham mashq-e-fikr-e-vasl-o-ġham-e-hijr se 'asad' 
laa.eq nahīñ rahe haiñ ġham-e-rozgār ke"
204,"sitam-kash maslahat se huuñ ki ḳhūbāñ tujh pe āshiq haiñ 
takalluf bartaraf mil jā.egā tujh sā raqīb āḳhir"
